,Source,Target,Type,Id,Label,timeset,Weight,unnamed: 0,unnamed: 0.1,unnamed: 0.1.1,date,link,tweet,before/after,target,source
1586,BoqueronChiri,Univision23,Directed,1856,,,1,43899,1916,1916,2017-09-30,"('BoqueronChiri', 'Univision23')",rt @univision23: trump ataca a la alcaldesa de san juan tras sus críticas por la falta de ayuda a puerto rico https://t.co/aav5aps8kh,,Univision23,BoqueronChiri
1587,yolyhabanera,MonicaAparicioA,Directed,1857,,,8,65359,907,907,2017-10-08,"('yolyhabanera', 'MonicaAparicioA')",rt @libertadchile1: @jorge59berlin @maricocina @monicaaparicioa @juanadearcofr @zoraidadp @cristalina_agua @abrahamtroncoso…,,MonicaAparicioA,yolyhabanera
1588,yolyhabanera,HumbertoMndezMo,Directed,1858,,,2,43941,1958,1958,2017-09-30,"('yolyhabanera', 'HumbertoMndezMo')",rt @yolyhabanera: @monicaaparicioa @humbertomndezmo @libertadchile1 @juanadearcofr @zoraidadp @cristalina_agua @abrahamtroncoso…,,HumbertoMndezMo,yolyhabanera
1589,yolyhabanera,JuanaDeArcoFr,Directed,1860,,,8,65360,908,908,2017-10-08,"('yolyhabanera', 'JuanaDeArcoFr')",rt @libertadchile1: @jorge59berlin @maricocina @monicaaparicioa @juanadearcofr @zoraidadp @cristalina_agua @abrahamtroncoso…,,JuanaDeArcoFr,yolyhabanera
1590,yolyhabanera,ZoraidaDP,Directed,1861,,,8,65361,909,909,2017-10-08,"('yolyhabanera', 'ZoraidaDP')",rt @libertadchile1: @jorge59berlin @maricocina @monicaaparicioa @juanadearcofr @zoraidadp @cristalina_agua @abrahamtroncoso…,,ZoraidaDP,yolyhabanera
1591,yolyhabanera,cristalina_agua,Directed,1862,,,8,65362,910,910,2017-10-08,"('yolyhabanera', 'cristalina_agua')",rt @libertadchile1: @jorge59berlin @maricocina @monicaaparicioa @juanadearcofr @zoraidadp @cristalina_agua @abrahamtroncoso…,,cristalina_agua,yolyhabanera
1592,yolyhabanera,AbrahamTroncoso,Directed,1863,,,7,65363,911,911,2017-10-08,"('yolyhabanera', 'AbrahamTroncoso')",rt @libertadchile1: @jorge59berlin @maricocina @monicaaparicioa @juanadearcofr @zoraidadp @cristalina_agua @abrahamtroncoso…,,AbrahamTroncoso,yolyhabanera
1594,Alopez39,TrujilloAltoPR,Directed,1872,,,1,43970,1987,1987,2017-09-30,"('Alopez39', 'TrujilloAltoPR')",egida aires del manantial en @trujilloaltopr. necesitan diesel. viejitos sin agua ni luz subiendo 5-6 pisos. ayuda!! @wapatv @jayfonsecapr,,TrujilloAltoPR,Alopez39
1595,Alopez39,WapaTV,Directed,1873,,,1,43971,1988,1988,2017-09-30,"('Alopez39', 'WapaTV')",egida aires del manantial en @trujilloaltopr. necesitan diesel. viejitos sin agua ni luz subiendo 5-6 pisos. ayuda!! @wapatv @jayfonsecapr,,WapaTV,Alopez39
1596,Alopez39,jayfonsecapr,Directed,1874,,,1,43972,1989,1989,2017-09-30,"('Alopez39', 'jayfonsecapr')",egida aires del manantial en @trujilloaltopr. necesitan diesel. viejitos sin agua ni luz subiendo 5-6 pisos. ayuda!! @wapatv @jayfonsecapr,,jayfonsecapr,Alopez39
1597,yndira_moreno,Kamimis,Directed,1875,,,1,44156,2173,2173,2017-09-30,"('yndira_moreno', 'Kamimis')",rt @kamimis: cuartos individuales para damnificados @comoayudarmx #tenemos #verificado19s  #ayudaamexico #mexicounido…,,Kamimis,yndira_moreno
1598,Ginoskocristo,WapaTV,Directed,1877,,,1,44158,2175,2175,2017-09-30,"('Ginoskocristo', 'WapaTV')",rt @wapatv: el tiempo: fin de semana variable con aguaceros que pudieran ser peligrosos debido a terrenos que están saturados.…,,WapaTV,Ginoskocristo
1599,torque2punto0,Florangeluz,Directed,1878,,,1,44169,2186,2186,2017-09-30,"('torque2punto0', 'Florangeluz')",rt @florangeluz: @padrejosepalmar eso es en todo el país.,,Florangeluz,torque2punto0
1600,LG_Rohena,ine_nina,Directed,1879,,,1,44181,2198,2198,2017-09-30,"('LG_Rohena', 'ine_nina')","rt @ine_nina: no hay agua desde antes de maria, si no fuera por luis que me trae de carolina no tendría pero todo es #fakenews",,ine_nina,LG_Rohena
1601,gabrielpelaeza,ricardorossello,Directed,1880,,,1,44211,2228,2228,2017-09-30,"('gabrielpelaeza', 'ricardorossello')",rt @ricardorossello: .@prnationalguard realiza misiones para llevar agua a nuestras comunidades. #aibonito #bayamón #caguas #maunabo y…,,ricardorossello,gabrielpelaeza
1602,gabrielpelaeza,PRNationalGuard,Directed,1881,,,1,44212,2229,2229,2017-09-30,"('gabrielpelaeza', 'PRNationalGuard')",rt @ricardorossello: .@prnationalguard realiza misiones para llevar agua a nuestras comunidades. #aibonito #bayamón #caguas #maunabo y…,,PRNationalGuard,gabrielpelaeza
1603,AnalizMateo,MUDDLAW,Directed,1882,,,2,52164,1828,1827,2017-10-03,"('AnalizMateo', 'MUDDLAW')","rt @muddlaw: la carta de la junta al congreso. la encuentro bien, excepto por el # de asistencia necesaria. congreso no va a dar $95 billon…",,MUDDLAW,AnalizMateo
1604,AnalizMateo,ACUEDUCTOSPR,Directed,1883,,,3,60234,1315,1315,2017-10-06,"('AnalizMateo', 'ACUEDUCTOSPR')",rt @victorpares2020: estación de fairview de la @acueductospr funcionando. residentes recibirán servicio de agua en la madrugada de mañana…,,ACUEDUCTOSPR,AnalizMateo
1605,Intrepido221BX,michelreportv,Directed,1884,,,1,44244,2261,2261,2017-09-30,"('Intrepido221BX', 'michelreportv')",rt @michelreportv: ¿wtf? una lluvia de pescado cayó en méxico y te mostramos las razones - https://t.co/o87aq7lday https://t.co/ilb2ng5cgy,,michelreportv,Intrepido221BX
1606,AnalizMateo,jelguera,Directed,1885,,,3,74147,1194,1192,2017-10-11,"('AnalizMateo', 'jelguera')",rt @mrjohelpadilla: @jelguera @regcoral o ir por la via rural.... bayamón rural a guaynabo via aguas buenas... 😥,,jelguera,AnalizMateo
1607,WandaSoler2,valeriemrodz,Directed,1886,,,1,44320,2337,2337,2017-09-30,"('WandaSoler2', 'valeriemrodz')","rt @valeriemrodz: alcaldesa este no es el mmt para juegos políticos.de q necesitamos más ayuda,claro q si! pero atacando al gob federal no…",,valeriemrodz,WandaSoler2
1608,mgfloresa28,revistaproceso,Directed,1887,,,1,44327,2344,2344,2017-09-30,"('mgfloresa28', 'revistaproceso')",rt @revistaproceso: colaborador de nuño dio luz verde a irregularidades en el colegio rébsamen / un reportaje de @rosaliaproceso https://t.…,,revistaproceso,mgfloresa28
1609,mgfloresa28,rosaliaproceso,Directed,1888,,,1,44328,2345,2345,2017-09-30,"('mgfloresa28', 'rosaliaproceso')",rt @revistaproceso: colaborador de nuño dio luz verde a irregularidades en el colegio rébsamen / un reportaje de @rosaliaproceso https://t.…,,rosaliaproceso,mgfloresa28
1611,LeMoustreM,noticel,Directed,1892,,,1,44581,160,160,2017-10-01,"('LeMoustreM', 'noticel')",rt @noticel: @residente trae a la isla a @untecho para ayudar a comunidades afectadas por el huracán #maria https://t.co/8nks1mlcij,,noticel,LeMoustreM
1612,LeMoustreM,UnTecho,Directed,1894,,,1,44583,162,162,2017-10-01,"('LeMoustreM', 'UnTecho')",rt @noticel: @residente trae a la isla a @untecho para ayudar a comunidades afectadas por el huracán #maria https://t.co/8nks1mlcij,,UnTecho,LeMoustreM
1613,maritzaaceved11,JorgeFlorezSi,Directed,1897,,,2,44642,221,221,2017-10-01,"('maritzaaceved11', 'JorgeFlorezSi')","rt @jorgeflorezsi: desde #santosbajo #corregimiento2 la comunidad prepara razones y sus corazones, para gritar #yomarchoel6…",,JorgeFlorezSi,maritzaaceved11
1614,omarvargasc,SIN24Horas,Directed,1899,,,1,44657,236,236,2017-10-01,"('omarvargasc', 'SIN24Horas')",rt @sin24horas: #vídeo boletín sobre el incendio en el almacén de la tienda plaza lama del kilómetro 13 de la autopista duarte .…,,SIN24Horas,omarvargasc
1615,sierradedorado7,Alopez39,Directed,1900,,,1,44755,334,334,2017-10-01,"('sierradedorado7', 'Alopez39')",rt @alopez39: egida aires manantial en @trujilloaltopr. diesel&gt;&gt;viejitos sin agua ni luz subiendo 5-6 pisos. basura desbordada. ayuda!!  @j…,,Alopez39,sierradedorado7
1616,sierradedorado7,TrujilloAltoPR,Directed,1901,,,1,44756,335,335,2017-10-01,"('sierradedorado7', 'TrujilloAltoPR')",rt @alopez39: egida aires manantial en @trujilloaltopr. diesel&gt;&gt;viejitos sin agua ni luz subiendo 5-6 pisos. basura desbordada. ayuda!!  @j…,,TrujilloAltoPR,sierradedorado7
1617,sierradedorado7,j,Directed,1902,,,1,44757,336,336,2017-10-01,"('sierradedorado7', 'j')",rt @alopez39: egida aires manantial en @trujilloaltopr. diesel&gt;&gt;viejitos sin agua ni luz subiendo 5-6 pisos. basura desbordada. ayuda!!  @j…,,j,sierradedorado7
1618,JosePerez9098,Alopez39,Directed,1903,,,1,44814,393,393,2017-10-01,"('JosePerez9098', 'Alopez39')",rt @alopez39: egida aires manantial en @trujilloaltopr. diesel&gt;&gt;viejitos sin agua ni luz subiendo 5-6 pisos. basura desbordada. ayuda!!  @j…,,Alopez39,JosePerez9098
1619,JosePerez9098,TrujilloAltoPR,Directed,1904,,,1,44815,394,394,2017-10-01,"('JosePerez9098', 'TrujilloAltoPR')",rt @alopez39: egida aires manantial en @trujilloaltopr. diesel&gt;&gt;viejitos sin agua ni luz subiendo 5-6 pisos. basura desbordada. ayuda!!  @j…,,TrujilloAltoPR,JosePerez9098
1620,JosePerez9098,j,Directed,1905,,,1,44816,395,395,2017-10-01,"('JosePerez9098', 'j')",rt @alopez39: egida aires manantial en @trujilloaltopr. diesel&gt;&gt;viejitos sin agua ni luz subiendo 5-6 pisos. basura desbordada. ayuda!!  @j…,,j,JosePerez9098
1621,qn980v,verificado19s,Directed,1906,,,1,44819,398,398,2017-10-01,"('qn980v', 'verificado19s')",rt @verificado19s: ¡ayudemos! 🙏 en salamanca y durango siguen pidiendo nuestro apoyo #verificado19s #ayudacdmx #ayudasismo https://t.co/vdj…,,verificado19s,qn980v
1622,B_Encuentro,PableOstos,Directed,1907,,,1,44823,402,402,2017-10-01,"('B_Encuentro', 'PableOstos')",rt @pableostos: #venezuela enviará gasolina a #puertorico como parte de una ayuda humanitaria...mientras tanto acá se hacen colas para llen…,,PableOstos,B_Encuentro
1623,AdrianaAtenci13,JuanManSantos,Directed,1908,,,1,44826,405,405,2017-10-01,"('AdrianaAtenci13', 'JuanManSantos')","rt @willycochez: y por què @juanmansantos q tanto dice querer ayudar democracia vzla, no se decide a mostrar partida d nacimiento colombian…",,JuanManSantos,AdrianaAtenci13
1624,AdrianaAtenci13,Bianca_Vidal_,Directed,1909,,,1,44838,417,417,2017-10-01,"('AdrianaAtenci13', 'Bianca_Vidal_')",rt @bianca_vidal_: los hospitales están en terapia intensiva. la crisis se agudiza y maduro prefiere bloquear la ayuda humanitaria.…,,Bianca_Vidal_,AdrianaAtenci13
1625,JannyMir,_Luis3030,Directed,1910,,,1,44941,520,520,2017-10-01,"('JannyMir', '_Luis3030')",rt @_luis3030: @fortalezapr @beatrizrossello emergencia en el hospital buen samaritano de aguadilla hay muertos es crítica la situación 😱😱😱,,_Luis3030,JannyMir
1626,JannyMir,fortalezapr,Directed,1911,,,1,44942,521,521,2017-10-01,"('JannyMir', 'fortalezapr')",rt @_luis3030: @fortalezapr @beatrizrossello emergencia en el hospital buen samaritano de aguadilla hay muertos es crítica la situación 😱😱😱,,fortalezapr,JannyMir
1627,JannyMir,BeatrizRossello,Directed,1912,,,1,44943,522,522,2017-10-01,"('JannyMir', 'BeatrizRossello')",rt @_luis3030: @fortalezapr @beatrizrossello emergencia en el hospital buen samaritano de aguadilla hay muertos es crítica la situación 😱😱😱,,BeatrizRossello,JannyMir
1628,qn980v,Palamber_T,Directed,1913,,,1,44952,531,531,2017-10-01,"('qn980v', 'Palamber_T')","rt @palamber_t: para cabo rojo cero comunicación,ni agua ,ni luz aun, estoy por caguas y alfin pude tener conexion",,Palamber_T,qn980v
1629,qn980v,lizz_mari,Directed,1914,,,1,44960,539,539,2017-10-01,"('qn980v', 'lizz_mari')","rt @lizz_mari: @ricardorossello @femaregion2 envien donaciones para aguada/aguadilla, mi familia dice q no ha llegado nada q solam…",,lizz_mari,qn980v
1630,qn980v,ricardorossello,Directed,1915,,,1,44961,540,540,2017-10-01,"('qn980v', 'ricardorossello')","rt @lizz_mari: @ricardorossello @femaregion2 envien donaciones para aguada/aguadilla, mi familia dice q no ha llegado nada q solam…",,ricardorossello,qn980v
1631,qn980v,femaregion2,Directed,1916,,,1,44962,541,541,2017-10-01,"('qn980v', 'femaregion2')","rt @lizz_mari: @ricardorossello @femaregion2 envien donaciones para aguada/aguadilla, mi familia dice q no ha llegado nada q solam…",,femaregion2,qn980v
1632,Ginoskocristo,Camarapr,Directed,1918,,,1,45072,651,651,2017-10-01,"('Ginoskocristo', 'Camarapr')",rt @camarapr: negocios de todos tamaños afectados por huracán irma o maría: sba les puede ayudar. https://t.co/7nbjjofvg5,,Camarapr,Ginoskocristo
1633,Intrepido221BX,granitoparavzla,Directed,1919,,,1,45144,723,723,2017-10-01,"('Intrepido221BX', 'granitoparavzla')",rt @granitoparavzla: ¿quieres aportar tu granito? unidos hacemos más...! ¡únete! #ayudanosaayudar #donatugranito 👐🙌 escribenos 📞 0414-26…,,granitoparavzla,Intrepido221BX
1634,ChayLisaPY,emanoelfigueroa,Directed,1920,,,1,45233,812,812,2017-10-01,"('ChayLisaPY', 'emanoelfigueroa')","rt @emanoelfigueroa: https://t.co/exitcdlomc

mi gente pr necesita su ayuda! https://t.co/d8c4qyvh1o",,emanoelfigueroa,ChayLisaPY
1635,dulcepasioncha,emanoelfigueroa,Directed,1921,,,1,45307,886,886,2017-10-01,"('dulcepasioncha', 'emanoelfigueroa')","rt @emanoelfigueroa: https://t.co/exitcdlomc

mi gente pr necesita su ayuda! https://t.co/d8c4qyvh1o",,emanoelfigueroa,dulcepasioncha
1636,fietojr,Alopez39,Directed,1923,,,1,45367,946,946,2017-10-01,"('fietojr', 'Alopez39')",rt @alopez39: egida aires manantial en @trujilloaltopr. diesel&gt;&gt;viejitos sin agua ni luz subiendo 5-6 pisos. basura desbordada. ayuda!!  @j…,,Alopez39,fietojr
1637,fietojr,TrujilloAltoPR,Directed,1924,,,1,45368,947,947,2017-10-01,"('fietojr', 'TrujilloAltoPR')",rt @alopez39: egida aires manantial en @trujilloaltopr. diesel&gt;&gt;viejitos sin agua ni luz subiendo 5-6 pisos. basura desbordada. ayuda!!  @j…,,TrujilloAltoPR,fietojr
1638,fietojr,j,Directed,1925,,,1,45369,948,948,2017-10-01,"('fietojr', 'j')",rt @alopez39: egida aires manantial en @trujilloaltopr. diesel&gt;&gt;viejitos sin agua ni luz subiendo 5-6 pisos. basura desbordada. ayuda!!  @j…,,j,fietojr
1641,JulioCesarAscan,vladimirpetit,Directed,1928,,,1,45425,1004,1004,2017-10-01,"('JulioCesarAscan', 'vladimirpetit')","rt @vladimirpetit: maduro tiene su lugar asegurado en la historia: el pdte q hizo q los bancos no tuviesen efectivo, los supermercados…",,vladimirpetit,JulioCesarAscan
1642,ShuVinilica,SoloEL_Amor,Directed,1929,,,1,45456,1035,1035,2017-10-01,"('ShuVinilica', 'SoloEL_Amor')","rt @soloel_amor: ۞ desde el centro de luz de la mente universal ""amor para todos los seres de todos los mundos""  2017: expresa tu ser https…",,SoloEL_Amor,ShuVinilica
1643,datos48,wilfridolaz,Directed,1930,,,1,45466,1045,1045,2017-10-01,"('datos48', 'wilfridolaz')",rt @datos48: @wilfridolaz lo querían decir pero les faltó palabras: #discursoduro #durodedigerir #durodetragar #durodeaguantar #duronodormi…,,wilfridolaz,datos48
1644,paqui123,FEMAPortavoz,Directed,1931,,,1,45476,1055,1055,2017-10-01,"('paqui123', 'FEMAPortavoz')","rt @femaportavoz: 7 camiones del @army reserve llenos de comida y agua en camino a juana díaz, peñuelas, guanica, cabo rojo, sabana g…",,FEMAPortavoz,paqui123
1645,paqui123,army,Directed,1932,,,1,45477,1056,1056,2017-10-01,"('paqui123', 'army')","rt @femaportavoz: 7 camiones del @army reserve llenos de comida y agua en camino a juana díaz, peñuelas, guanica, cabo rojo, sabana g…",,army,paqui123
1646,yndira_moreno,QuestoyQueLotro,Directed,1933,,,1,45478,1057,1057,2017-10-01,"('yndira_moreno', 'QuestoyQueLotro')","rt @questoyquelotro: camila sodi acusa a coca cola @cocacolafm de aprovecharse de damnificados en #oaxaca en vez de ayudarlos
https://t.co/…",,QuestoyQueLotro,yndira_moreno
1647,yndira_moreno,CocaColaFM,Directed,1934,,,1,45479,1058,1058,2017-10-01,"('yndira_moreno', 'CocaColaFM')","rt @questoyquelotro: camila sodi acusa a coca cola @cocacolafm de aprovecharse de damnificados en #oaxaca en vez de ayudarlos
https://t.co/…",,CocaColaFM,yndira_moreno
1648,marcela1974i,iComidaPorno,Directed,1935,,,1,45507,1086,1086,2017-10-01,"('marcela1974i', 'iComidaPorno')",rt @icomidaporno: tacos de chocolate https://t.co/iaowoj1h2a,,iComidaPorno,marcela1974i
1649,JaniceNegronAlm,ViviMudd,Directed,1936,,,1,45508,1087,1087,2017-10-01,"('JaniceNegronAlm', 'ViviMudd')","@vivimudd me imagino como te sientes,pero es lo mejor por ella. en lo que te pueda ayudar para cuando ella este aca… https://t.co/n1vy01qqs8",,ViviMudd,JaniceNegronAlm
1650,Letychay,primerahora,Directed,1938,,,1,45607,1186,1186,2017-10-01,"('Letychay', 'primerahora')",rt @primerahora: ¡wepa! arribarán a su patria a traer agua y alimentos @ricky_martin @chayannemusic @luisfonsi @nickyjampr: https://t.co/ww…,,primerahora,Letychay
1651,Letychay,ricky_martin,Directed,1939,,,1,45608,1187,1187,2017-10-01,"('Letychay', 'ricky_martin')",rt @primerahora: ¡wepa! arribarán a su patria a traer agua y alimentos @ricky_martin @chayannemusic @luisfonsi @nickyjampr: https://t.co/ww…,,ricky_martin,Letychay
1652,Letychay,LuisFonsi,Directed,1941,,,1,45610,1189,1189,2017-10-01,"('Letychay', 'LuisFonsi')",rt @primerahora: ¡wepa! arribarán a su patria a traer agua y alimentos @ricky_martin @chayannemusic @luisfonsi @nickyjampr: https://t.co/ww…,,LuisFonsi,Letychay
1653,Letychay,NickyJamPR,Directed,1942,,,1,45611,1190,1190,2017-10-01,"('Letychay', 'NickyJamPR')",rt @primerahora: ¡wepa! arribarán a su patria a traer agua y alimentos @ricky_martin @chayannemusic @luisfonsi @nickyjampr: https://t.co/ww…,,NickyJamPR,Letychay
1654,dulcepasioncha,CruzRojadePR,Directed,1943,,,1,45686,1265,1265,2017-10-01,"('dulcepasioncha', 'CruzRojadePR')","rt @cruzrojadepr: ya estamos listos para hacer entregar en los municipios de loiza, caguas y guayama #puertoricoselevanta…",,CruzRojadePR,dulcepasioncha
1655,mguindin,hernameisglag,Directed,1945,,,1,45807,1386,1386,2017-10-01,"('mguindin', 'hernameisglag')",@hernameisglag probablemente te dieron una carne que estuvi días sin refrigeración,,hernameisglag,mguindin
1656,WandaSoler2,dianabgonzalez,Directed,1946,,,1,45870,1449,1449,2017-10-01,"('WandaSoler2', 'dianabgonzalez')",rt @dianabgonzalez: @davilacolon @juancpedreira @anielbigio @radioislatv @berengeno_ ayuda  hogar ancianitos bayamón https://t.co/utkqjd2poe,,dianabgonzalez,WandaSoler2
1657,WandaSoler2,juancpedreira,Directed,1948,,,1,45872,1451,1451,2017-10-01,"('WandaSoler2', 'juancpedreira')",rt @dianabgonzalez: @davilacolon @juancpedreira @anielbigio @radioislatv @berengeno_ ayuda  hogar ancianitos bayamón https://t.co/utkqjd2poe,,juancpedreira,WandaSoler2
1658,WandaSoler2,AnielBigio,Directed,1949,,,1,45873,1452,1452,2017-10-01,"('WandaSoler2', 'AnielBigio')",rt @dianabgonzalez: @davilacolon @juancpedreira @anielbigio @radioislatv @berengeno_ ayuda  hogar ancianitos bayamón https://t.co/utkqjd2poe,,AnielBigio,WandaSoler2
1659,WandaSoler2,radioislatv,Directed,1950,,,1,45874,1453,1453,2017-10-01,"('WandaSoler2', 'radioislatv')",rt @dianabgonzalez: @davilacolon @juancpedreira @anielbigio @radioislatv @berengeno_ ayuda  hogar ancianitos bayamón https://t.co/utkqjd2poe,,radioislatv,WandaSoler2
1660,WandaSoler2,berengeno_,Directed,1951,,,1,45875,1454,1454,2017-10-01,"('WandaSoler2', 'berengeno_')",rt @dianabgonzalez: @davilacolon @juancpedreira @anielbigio @radioislatv @berengeno_ ayuda  hogar ancianitos bayamón https://t.co/utkqjd2poe,,berengeno_,WandaSoler2
1661,WandaSoler2,SASFAPR,Directed,1952,,,1,45921,1500,1500,2017-10-01,"('WandaSoler2', 'SASFAPR')",rt @sasfapr: ayúdanos mañana a llevar los animales de cr a aguadilla. démosles una 2da oportunidad. escribe a info@sasfapr.org /…,,SASFAPR,WandaSoler2
1662,4BillLewis,tiniskwerl,Directed,1954,,,1,46040,1619,1619,2017-10-01,"('4BillLewis', 'tiniskwerl')","rt @tiniskwerl: by #population
2 #texas
3 #florida
30 #puertorico

by #debt
3 texas
7 florida
23 puertorico
#hurricanemaria…",,tiniskwerl,4BillLewis
